TEAM,GP,W,L,MIN,"OPP
FGM","OPP
FGA","OPP
FG%","OPP
3PM","OPP
3PA","OPP
3P%","OPP
FTM","OPP
FTA","OPP
FT%","OPP
OREB","OPP
DREB","OPP
REB","OPP
AST","OPP
TOV","OPP
STL","OPP
BLK","OPP
BLKA","OPP
PF","OPP
PFD","OPP
PTS",+/-,Season
New Jersey Nets,82,49,33,48.2,33.6,78.8,42.7,5.2,14.5,35.9,17.7,23.7,74.9,11.4,30.0,41.4,19.6,16.6,8.5,5.2,4.6,22.9,21.6,90.1,-5.2,2002
Indiana Pacers,82,48,34,48.5,34.9,81.6,42.8,5.0,14.6,34.0,18.6,24.3,76.7,12.3,30.0,42.2,20.7,15.3,7.6,6.3,5.4,23.5,22.1,93.3,-3.5,2002
Philadelphia 76ers,82,48,34,48.4,35.1,77.6,45.2,5.5,15.6,35.4,18.9,24.8,76.0,11.1,29.3,40.3,22.1,17.1,7.8,6.4,3.5,23.0,22.0,94.5,-2.3,2002
New Orleans Hornets,82,47,35,48.5,34.8,79.5,43.8,4.1,12.2,33.8,18.0,23.5,76.6,11.1,28.9,40.0,19.9,14.6,7.9,5.2,4.8,21.4,21.6,91.8,-2.1,2002
Utah Jazz,82,47,35,48.2,33.5,77.4,43.4,5.3,15.3,34.9,19.8,26.1,75.9,12.3,25.9,38.2,19.5,15.9,8.8,5.2,5.7,23.8,22.4,92.3,-2.4,2002
Boston Celtics,82,44,38,48.4,34.2,78.7,43.5,5.6,17.1,33.1,19.0,25.4,74.9,11.4,33.5,45.0,22.2,16.0,7.5,4.5,3.7,21.9,21.4,93.1,0.4,2002
Phoenix Suns,82,44,38,48.3,35.5,81.2,43.8,5.3,16.6,32.0,18.0,23.6,76.6,12.6,30.3,42.9,22.2,16.0,7.8,5.5,4.9,21.5,22.0,94.4,-1.1,2002
Houston Rockets,82,43,39,48.6,35.3,81.5,43.3,4.7,13.6,34.7,17.1,22.0,77.5,11.9,28.7,40.6,20.5,13.2,8.1,4.6,6.0,21.9,19.5,92.3,-1.5,2002
Milwaukee Bucks,82,42,40,48.5,37.1,81.0,45.8,5.8,15.6,37.5,19.2,25.8,74.5,12.5,31.0,43.4,23.1,14.4,6.6,4.1,4.2,20.5,22.2,99.3,-0.2,2002
Orlando Magic,82,42,40,48.3,36.7,80.5,45.5,4.9,14.8,33.4,20.1,26.2,76.7,11.8,31.7,43.5,22.4,16.4,7.8,5.0,3.7,22.2,23.0,98.4,-0.1,2002
Seattle SuperSonics,82,40,42,48.4,35.0,78.3,44.7,5.8,16.7,34.4,16.5,22.2,74.2,11.4,30.0,41.5,20.8,14.7,6.1,5.0,3.6,20.4,20.9,92.3,0.1,2002
Golden State Warriors,82,38,44,48.2,39.5,87.5,45.2,5.3,14.4,37.2,19.2,25.4,75.6,14.7,29.1,43.8,23.6,13.7,8.7,6.0,6.2,23.6,21.8,103.6,1.1,2002
New York Knicks,82,37,45,48.4,36.1,79.0,45.7,4.4,12.8,34.0,20.6,26.7,77.1,11.4,31.9,43.3,21.1,14.4,7.6,3.8,3.1,19.9,23.0,97.2,1.4,2002
Washington Wizards,82,37,45,48.4,35.1,79.4,44.2,5.5,15.1,36.2,16.9,21.9,77.1,11.6,29.8,41.4,21.7,14.3,7.5,4.4,4.8,22.0,20.0,92.5,1.0,2002
Atlanta Hawks,82,35,47,48.5,36.8,84.2,43.6,5.4,15.2,35.9,18.7,24.5,76.0,13.1,29.5,42.6,21.6,13.0,9.0,5.0,5.8,20.3,21.7,97.6,3.6,2002
Chicago Bulls,82,30,52,48.6,36.5,83.1,43.9,5.3,16.3,32.3,21.9,29.2,74.9,13.6,31.4,45.0,23.8,14.7,9.4,5.0,5.6,21.9,24.7,100.1,5.1,2002
Memphis Grizzlies,82,28,54,48.6,39.3,85.5,46.0,5.3,14.5,36.3,16.8,22.2,75.9,13.7,31.2,44.9,24.3,14.8,8.7,5.2,6.1,21.7,20.5,100.7,3.2,2002
Los Angeles Clippers,82,27,55,48.2,37.0,82.8,44.7,5.5,15.2,36.5,18.4,23.7,77.4,12.8,30.0,42.8,22.4,14.0,8.0,5.1,5.6,22.5,21.8,97.9,4.1,2002
Miami Heat,82,25,57,48.4,33.1,75.7,43.7,5.0,14.0,35.3,19.5,26.0,75.1,10.6,31.5,42.2,18.1,14.3,7.6,5.3,4.0,20.4,22.6,90.6,5.0,2002
Toronto Raptors,82,24,58,48.3,37.0,80.4,46.1,4.5,12.0,37.5,18.2,24.0,75.9,11.9,31.7,43.6,21.1,13.7,7.4,5.0,4.8,20.8,21.5,96.8,5.9,2002
Cleveland Cavaliers,82,17,65,48.4,37.5,82.8,45.3,5.2,14.6,35.8,20.9,27.1,77.2,11.4,30.4,41.7,24.0,14.2,9.8,6.0,6.4,20.8,22.7,101.0,9.6,2002
Denver Nuggets,82,17,65,48.1,32.9,74.2,44.3,5.1,13.8,37.0,21.6,28.5,75.7,10.5,29.8,40.3,21.5,17.1,9.0,6.6,5.1,21.8,25.1,92.4,8.3,2002
Sacramento Kings,82,61,21,48.2,38.1,86.7,44.0,4.7,14.0,33.7,16.0,21.5,74.4,13.0,31.9,44.9,22.4,15.2,7.7,4.7,4.6,22.3,19.0,97.0,-7.6,2001
Los Angeles Lakers,82,58,24,48.2,35.0,82.6,42.4,4.9,15.4,31.7,19.2,25.3,76.1,12.4,30.8,43.2,20.0,14.0,7.2,4.3,5.8,23.0,22.2,94.1,-7.1,2001
San Antonio Spurs,82,58,24,48.4,35.2,82.6,42.6,4.6,13.5,33.8,15.6,20.1,77.7,12.2,29.6,41.9,18.8,14.5,7.7,5.2,6.5,23.1,19.2,90.5,-6.2,2001
Dallas Mavericks,82,57,25,48.5,37.7,83.5,45.2,5.5,15.8,35.0,20.0,26.6,75.1,13.0,31.7,44.7,22.7,14.1,7.2,4.6,4.8,21.8,22.5,101.0,-4.3,2001
New Jersey Nets,82,52,30,48.4,34.9,81.3,42.9,5.0,14.3,34.8,17.4,23.0,75.3,12.2,30.7,42.9,19.1,16.1,8.2,5.4,6.0,20.3,21.1,92.0,-4.2,2001
Detroit Pistons,82,50,32,48.0,35.7,79.8,44.7,4.4,12.1,36.2,16.5,21.8,75.5,12.1,30.6,42.7,20.0,15.5,7.9,4.1,6.9,22.9,20.7,92.2,-2.1,2001
Minnesota Timberwolves,82,50,32,48.3,36.1,81.1,44.5,6.0,16.1,37.2,17.7,23.9,74.2,11.1,28.4,39.5,22.6,13.4,6.6,5.0,5.2,20.4,21.2,96.0,-3.4,2001
Boston Celtics,82,49,33,48.4,34.1,80.2,42.5,6.3,18.4,34.0,19.7,25.5,77.1,11.6,34.2,45.9,22.0,16.3,7.6,5.8,3.6,21.1,21.7,94.1,-2.2,2001
Portland Trail Blazers,82,49,33,48.4,36.0,79.4,45.3,5.7,15.7,36.3,16.0,21.6,74.1,10.9,28.4,39.2,23.7,14.7,7.5,5.0,4.5,20.1,19.7,93.7,-3.0,2001
Seattle SuperSonics,82,45,37,48.4,36.2,80.5,44.9,5.8,16.8,34.4,16.6,22.5,73.9,13.3,28.4,41.7,22.3,15.3,6.9,4.9,4.4,19.8,21.1,94.7,-3.0,2001
Charlotte Hornets,82,44,38,48.2,34.8,80.4,43.2,5.3,14.1,37.5,18.1,23.6,76.8,11.7,29.3,41.0,20.0,13.9,7.6,5.1,5.6,20.8,21.3,92.9,-1.0,2001
Orlando Magic,82,44,38,48.4,38.0,83.3,45.6,5.0,14.2,35.2,17.9,24.3,73.7,13.3,32.1,45.4,23.5,15.7,8.0,4.7,4.7,21.2,20.7,98.9,-1.6,2001
Utah Jazz,82,44,38,48.4,33.9,75.8,44.7,5.7,14.8,38.3,21.7,28.1,77.1,11.3,26.9,38.2,19.3,16.7,9.1,6.7,6.4,25.2,24.0,95.1,-0.9,2001
Philadelphia 76ers,82,43,39,48.1,33.8,79.3,42.6,5.3,16.1,33.1,16.5,21.9,75.1,12.0,28.6,40.6,21.6,14.7,8.0,5.6,4.4,22.3,20.1,89.4,-1.6,2001
Indiana Pacers,82,42,40,48.5,36.3,82.9,43.8,5.1,14.6,34.8,18.8,25.1,74.9,12.8,30.7,43.4,21.6,14.3,7.5,5.7,5.3,22.6,22.9,96.5,-0.3,2001
Toronto Raptors,82,42,40,48.2,34.4,77.9,44.1,4.6,13.3,34.6,18.5,24.5,75.2,12.1,29.7,41.8,19.9,15.2,7.7,4.8,5.6,19.7,21.6,91.8,0.4,2001
Milwaukee Bucks,82,41,41,48.5,36.8,83.5,44.1,6.0,16.8,35.8,18.2,24.0,75.7,12.8,29.7,42.5,23.0,12.9,7.3,4.4,4.7,20.0,21.8,97.7,0.2,2001
Los Angeles Clippers,82,39,43,48.3,37.5,83.7,44.8,5.0,14.0,35.5,16.2,21.7,74.5,13.0,29.0,42.0,22.7,12.9,7.5,5.4,6.6,21.6,19.8,96.1,0.5,2001
Washington Wizards,82,37,45,48.1,36.0,79.7,45.2,5.1,14.5,35.4,17.0,22.5,75.5,11.7,29.0,40.7,22.2,13.4,7.0,5.0,4.3,20.9,21.5,94.2,1.4,2001
Miami Heat,82,36,46,48.6,32.5,76.6,42.5,4.6,13.5,34.2,19.1,25.9,73.6,10.9,30.3,41.2,17.8,13.8,7.6,4.3,5.5,20.8,22.5,88.7,1.5,2001
Phoenix Suns,82,36,46,48.4,36.1,81.3,44.4,5.3,14.7,35.8,18.4,24.5,75.1,12.6,30.4,43.0,22.2,15.4,8.4,5.8,4.9,18.5,21.8,95.8,0.7,2001
Atlanta Hawks,82,33,49,48.2,37.4,81.4,45.9,5.8,16.2,35.5,17.8,23.9,74.4,12.2,30.8,43.0,22.6,15.1,8.6,6.2,4.3,20.1,20.8,98.3,4.2,2001
New York Knicks,82,30,52,48.3,35.7,80.1,44.5,5.4,15.3,35.3,18.9,25.0,75.7,11.7,31.0,42.7,21.5,13.5,8.4,4.7,3.5,20.4,22.0,95.6,4.0,2001
Cleveland Cavaliers,82,29,53,48.4,37.2,81.4,45.7,5.8,14.6,39.4,18.4,24.6,74.8,11.3,29.0,40.4,24.3,13.0,7.3,5.6,5.7,20.0,21.4,98.6,3.3,2001
Houston Rockets,82,28,54,48.7,38.9,83.8,46.4,4.5,12.5,36.0,14.9,19.8,75.2,12.7,30.6,43.3,22.4,12.0,7.0,5.1,5.4,20.1,18.0,97.2,4.9,2001
Denver Nuggets,82,27,55,48.3,36.6,79.8,45.9,5.2,14.3,36.1,19.5,26.1,74.7,12.1,30.8,43.0,24.0,14.3,8.2,6.8,5.6,20.1,22.8,98.0,5.8,2001
Memphis Grizzlies,82,23,59,48.2,38.0,83.3,45.7,4.9,13.6,35.8,16.4,21.8,75.3,13.8,31.2,45.1,23.9,14.7,9.5,5.6,6.0,21.8,19.2,97.3,7.4,2001
Chicago Bulls,82,21,61,48.3,36.9,79.4,46.5,5.1,14.4,35.8,19.0,25.5,74.6,11.5,31.1,42.6,25.2,14.4,8.3,4.9,4.4,21.0,22.4,98.0,8.5,2001
Golden State Warriors,82,21,61,48.2,39.2,85.3,45.9,4.9,14.2,34.8,19.8,25.9,76.3,13.4,29.9,43.3,24.4,14.3,8.6,6.3,6.4,23.8,23.0,103.1,5.4,2001
San Antonio Spurs,82,58,24,48.4,34.6,82.6,41.9,4.2,12.7,32.9,15.0,20.3,74.1,11.8,29.7,41.5,19.7,13.5,7.3,5.2,7.0,23.7,18.9,88.4,-7.8,2000
Los Angeles Lakers,82,56,26,48.5,36.4,83.1,43.8,5.0,14.2,35.4,19.5,25.8,75.4,12.0,29.4,41.3,20.2,13.1,7.5,4.0,6.0,24.4,22.8,97.2,-3.4,2000
Philadelphia 76ers,82,56,26,48.4,35.0,81.7,42.9,5.2,15.2,34.2,15.2,20.2,74.9,12.0,28.9,40.9,21.6,15.4,8.2,5.6,5.0,23.6,20.4,90.4,-4.3,2000
Sacramento Kings,82,55,27,49.0,37.6,87.1,43.2,4.9,13.8,35.5,15.7,21.0,74.9,13.7,32.2,45.9,22.1,16.3,8.1,5.8,5.3,21.5,19.5,95.9,-5.8,2000
Dallas Mavericks,82,53,29,48.3,35.8,81.6,43.9,4.6,13.9,33.4,19.9,27.2,73.1,13.0,32.0,45.0,21.7,15.5,7.6,4.6,6.0,22.5,23.3,96.2,-4.3,2000
Utah Jazz,82,53,29,48.2,32.5,74.1,43.9,5.0,14.6,34.3,22.3,29.2,76.5,10.7,26.6,37.3,19.1,16.1,8.5,5.5,5.6,24.5,25.7,92.4,-4.7,2000
Milwaukee Bucks,82,52,30,48.2,35.5,80.8,43.9,5.4,15.2,35.2,20.5,26.7,76.8,12.4,30.4,42.7,23.0,15.5,7.2,4.3,4.7,21.7,23.5,96.9,-3.9,2000
Phoenix Suns,82,51,31,48.3,34.0,78.3,43.5,4.0,11.4,34.9,19.7,25.9,76.1,11.0,31.6,42.6,20.2,17.5,8.3,5.1,5.2,22.2,22.7,91.8,-2.2,2000
Miami Heat,82,50,32,48.5,32.9,76.4,43.1,4.4,13.3,33.1,16.3,22.2,73.7,11.1,30.8,42.0,17.3,15.5,7.3,5.2,3.7,22.2,21.0,86.6,-2.3,2000
Portland Trail Blazers,82,50,32,48.2,34.4,78.5,43.8,5.0,13.5,36.8,17.5,23.5,74.4,11.5,27.3,38.8,21.3,14.8,7.9,4.0,5.1,21.2,21.3,91.2,-4.2,2000
New York Knicks,82,48,34,48.5,31.3,75.1,41.7,5.4,15.4,35.2,18.0,24.6,73.3,10.6,29.5,40.1,19.2,14.8,7.3,4.1,4.2,21.4,22.7,86.1,-2.6,2000
Minnesota Timberwolves,82,47,35,48.4,36.3,80.3,45.2,4.3,12.1,35.1,19.1,26.4,72.4,11.8,30.5,42.3,22.4,15.2,7.1,4.4,5.6,20.2,23.2,96.0,-1.4,2000
Toronto Raptors,82,47,35,48.7,36.7,82.0,44.7,4.6,12.7,36.3,17.4,23.0,75.4,11.3,30.6,41.9,20.7,14.1,6.8,5.4,6.3,21.9,21.3,95.4,-2.3,2000
Charlotte Hornets,82,46,36,48.5,33.7,79.3,42.6,4.7,13.2,36.0,17.6,23.3,75.6,10.9,29.7,40.6,21.3,14.7,7.5,4.6,5.5,21.6,21.4,89.8,-2.1,2000
Houston Rockets,82,45,37,48.4,36.8,82.1,44.9,4.4,12.4,35.4,16.9,22.7,74.4,12.0,29.5,41.6,21.2,13.3,7.4,4.9,4.4,21.6,20.2,94.9,-2.3,2000
Seattle SuperSonics,82,44,38,48.3,37.5,82.7,45.3,5.7,16.5,34.9,16.5,22.2,74.2,12.8,29.6,42.4,23.9,15.0,7.9,6.2,5.0,22.1,21.1,97.3,0.0,2000
Orlando Magic,82,43,39,48.7,34.5,79.3,43.5,4.5,12.9,34.6,23.0,31.3,73.5,12.9,31.8,44.8,21.9,17.2,8.5,5.4,5.9,23.7,25.3,96.5,-1.0,2000
Indiana Pacers,82,41,41,48.7,34.5,81.5,42.3,4.6,13.7,33.6,19.2,25.3,75.8,12.7,30.4,43.1,20.7,13.6,7.2,4.7,5.9,23.0,23.5,92.8,0.2,2000
Denver Nuggets,82,40,42,48.2,37.6,84.3,44.6,5.1,14.2,35.6,18.8,25.0,75.3,12.3,32.2,44.6,24.9,13.1,7.2,6.1,6.6,21.4,22.2,99.0,2.5,2000
Boston Celtics,82,36,46,48.4,35.8,78.0,45.9,5.2,14.3,36.8,19.9,26.6,75.0,10.8,32.3,43.1,23.0,17.1,7.9,5.4,4.1,23.2,23.8,96.8,2.1,2000
Detroit Pistons,82,32,50,48.4,36.3,83.5,43.4,5.2,15.0,34.8,19.5,26.5,73.6,12.3,32.6,44.9,22.7,15.5,8.2,4.8,5.5,25.1,23.8,97.3,1.7,2000
Los Angeles Clippers,82,31,51,48.9,36.5,82.9,44.0,4.3,13.1,32.9,18.0,24.2,74.3,12.7,29.7,42.4,21.8,12.7,7.8,5.0,6.3,21.9,21.6,95.3,2.9,2000
Cleveland Cavaliers,82,30,52,48.4,35.7,80.3,44.5,5.1,14.1,36.5,19.9,25.9,76.8,12.1,29.3,41.3,22.9,15.0,8.5,6.6,5.3,22.1,23.2,96.5,4.2,2000
New Jersey Nets,82,26,56,48.1,35.8,78.7,45.5,5.2,14.5,36.0,20.3,27.2,74.6,12.2,32.0,44.2,22.4,15.9,7.5,6.4,5.0,22.0,24.2,97.1,5.0,2000
Atlanta Hawks,82,25,57,48.1,35.6,80.6,44.2,4.8,13.2,36.7,20.1,26.3,76.5,12.5,30.9,43.5,21.2,14.8,8.5,6.3,4.7,20.7,22.7,96.2,5.2,2000
Vancouver Grizzlies,82,23,59,48.2,38.3,82.8,46.3,4.7,13.1,36.2,16.1,21.9,73.2,12.8,30.9,43.7,23.6,14.8,8.7,5.8,4.4,21.6,21.1,97.5,5.7,2000
Washington Wizards,82,19,63,48.0,37.8,80.4,47.0,5.3,13.3,39.6,19.0,25.5,74.7,11.4,29.4,40.7,23.2,15.0,8.4,6.2,4.7,24.1,23.3,99.9,6.7,2000
Golden State Warriors,82,17,65,48.2,38.8,82.2,47.2,5.4,14.1,37.9,18.6,24.5,76.0,12.7,32.8,45.5,24.9,16.4,8.8,6.0,5.0,21.5,21.1,101.5,9.0,2000
Chicago Bulls,82,15,67,48.4,36.4,77.2,47.2,4.2,11.9,35.6,19.6,26.9,73.0,11.7,31.1,42.8,23.6,14.8,7.7,5.2,4.6,21.4,23.2,96.7,9.1,2000
Los Angeles Lakers,82,67,15,48.3,34.6,83.2,41.6,4.5,13.9,32.6,18.5,24.9,74.2,12.3,30.9,43.1,19.5,14.6,7.6,4.2,6.5,25.6,22.5,92.3,-8.5,1999
Portland Trail Blazers,82,59,23,48.2,34.5,80.0,43.1,4.8,14.6,33.0,17.3,24.2,71.6,11.9,27.1,39.0,20.8,14.5,8.0,4.3,4.8,22.8,22.7,91.0,-6.4,1999
Indiana Pacers,82,56,26,48.1,38.0,85.1,44.6,4.0,12.3,32.7,16.8,22.2,75.5,12.7,31.0,43.7,21.2,13.7,7.4,3.9,5.1,23.3,21.8,96.7,-4.6,1999
Utah Jazz,82,55,27,48.2,33.9,76.1,44.6,4.7,13.4,35.4,19.5,26.1,74.6,10.8,27.3,38.1,19.8,15.5,7.2,5.0,5.4,24.7,24.5,92.0,-4.5,1999
Phoenix Suns,82,53,29,48.3,34.5,81.3,42.4,4.9,14.0,35.2,19.9,26.9,73.9,13.1,30.1,43.1,20.7,17.3,8.9,5.2,5.3,21.9,24.1,93.7,-5.2,1999
San Antonio Spurs,82,53,29,48.4,35.2,82.7,42.5,4.3,12.6,34.3,15.6,21.0,73.9,12.0,29.4,41.4,20.3,14.4,7.9,5.2,6.7,23.1,20.9,90.2,-5.9,1999
Miami Heat,82,52,30,48.4,33.9,80.4,42.2,5.0,13.8,36.1,18.4,24.7,74.8,11.9,28.5,40.4,19.3,14.0,7.6,4.4,6.4,21.9,23.7,91.3,-3.1,1999
Minnesota Timberwolves,82,50,32,48.5,35.7,80.2,44.5,4.6,13.0,35.6,20.0,26.6,75.2,11.2,29.8,40.9,21.2,15.0,7.2,4.2,5.4,20.5,23.3,96.0,-2.5,1999
New York Knicks,82,50,32,48.4,33.1,78.0,42.4,4.9,14.6,33.8,19.6,26.3,74.7,11.3,29.8,41.1,19.6,14.2,7.4,4.3,4.3,21.9,24.2,90.7,-1.5,1999
Charlotte Hornets,82,49,33,48.2,37.2,83.1,44.8,5.0,13.2,37.8,16.4,22.0,74.5,11.8,31.1,42.9,23.2,15.8,7.4,5.1,5.9,25.3,20.4,95.8,-2.7,1999
Philadelphia 76ers,82,49,33,48.4,35.0,80.4,43.5,5.1,14.3,35.6,18.4,24.4,75.5,13.0,30.5,43.5,22.3,17.6,7.7,6.5,4.7,24.1,23.6,93.4,-1.3,1999
Seattle SuperSonics,82,45,37,48.2,38.2,84.6,45.1,5.4,15.8,34.0,16.4,21.9,74.8,13.2,31.8,45.1,23.6,15.3,7.2,5.3,4.2,22.4,21.7,98.1,-1.0,1999
Toronto Raptors,82,45,37,48.2,36.6,80.7,45.4,4.2,12.5,33.9,19.9,26.0,76.4,11.7,31.1,42.8,21.8,15.2,6.8,5.3,6.6,22.9,24.3,97.3,0.2,1999
Sacramento Kings,82,44,38,48.3,39.9,88.3,45.2,4.8,13.7,35.3,17.5,23.3,75.1,13.9,33.7,47.6,23.8,17.5,9.2,4.9,4.6,23.7,21.1,102.0,-2.9,1999
Detroit Pistons,82,42,40,48.4,38.0,81.8,46.5,5.6,15.0,37.1,20.4,27.3,74.6,11.9,30.5,42.4,23.1,17.1,8.0,4.8,3.3,27.1,24.5,102.0,-1.4,1999
Milwaukee Bucks,82,42,40,48.4,37.0,81.0,45.7,6.5,16.5,39.1,20.5,27.3,75.2,12.6,28.9,41.5,24.2,15.9,7.8,4.1,4.6,22.8,24.6,101.0,-0.2,1999
Orlando Magic,82,41,41,48.2,37.5,84.4,44.5,5.3,15.6,33.8,19.1,25.7,74.5,13.3,30.2,43.5,24.3,18.1,8.8,5.8,5.7,24.5,24.0,99.4,-0.7,1999
Dallas Mavericks,82,40,42,48.1,39.3,86.0,45.7,5.2,15.2,34.5,18.1,24.5,74.0,15.3,33.2,48.4,23.2,16.1,7.4,5.1,5.1,22.1,21.6,102.0,0.6,1999
Boston Celtics,82,35,47,48.1,36.1,76.9,47.0,4.4,12.1,36.1,23.5,31.3,75.3,10.5,30.9,41.4,21.9,17.0,7.8,5.8,3.5,23.5,27.1,100.1,0.8,1999
Denver Nuggets,82,35,47,48.4,38.2,84.8,45.0,4.9,13.7,35.4,19.9,26.5,75.1,12.5,31.8,44.3,24.4,14.4,7.5,5.6,7.5,23.6,23.9,101.1,2.1,1999
Houston Rockets,82,34,48,48.4,39.3,86.3,45.6,4.3,12.1,35.4,17.4,22.3,77.9,12.5,29.9,42.4,22.7,13.7,9.0,5.3,5.3,22.4,20.3,100.3,0.9,1999
Cleveland Cavaliers,82,32,50,48.4,36.4,82.1,44.3,5.1,15.0,34.1,22.6,29.1,77.6,12.4,31.5,43.9,23.7,16.9,8.0,6.1,4.4,25.1,27.1,100.5,3.5,1999
New Jersey Nets,82,31,51,48.4,38.1,82.2,46.4,4.5,12.4,36.3,18.3,24.5,74.7,13.8,32.4,46.2,22.6,16.7,6.9,5.7,4.8,22.8,23.3,99.0,1.0,1999
Washington Wizards,82,29,53,48.3,36.6,79.8,45.9,4.8,12.8,37.1,21.8,29.3,74.4,11.7,29.5,41.2,21.9,14.9,8.4,6.1,4.7,24.0,26.2,99.9,3.3,1999
Atlanta Hawks,82,28,54,48.4,39.2,86.1,45.5,4.5,12.4,36.7,16.8,21.9,76.9,12.8,30.2,43.0,23.0,12.2,8.0,4.9,5.6,22.3,21.0,99.7,5.4,1999
Vancouver Grizzlies,82,22,60,48.4,38.2,80.6,47.4,4.4,13.2,33.3,18.7,24.3,76.9,11.8,28.5,40.3,23.6,15.0,8.8,6.3,4.2,23.3,22.9,99.5,5.6,1999
Golden State Warriors,82,19,63,48.2,38.6,82.6,46.7,5.2,14.2,36.7,21.4,28.4,75.4,13.3,32.8,46.1,24.8,16.3,8.4,6.0,4.3,23.0,24.9,103.8,8.3,1999
Chicago Bulls,82,17,65,48.3,35.6,78.0,45.6,4.4,12.8,34.1,18.7,25.2,74.1,12.2,29.5,41.7,23.2,15.2,10.4,5.6,4.7,24.0,23.3,94.2,9.4,1999
Los Angeles Clippers,82,15,67,48.1,40.0,83.9,47.7,5.1,13.1,38.7,18.4,24.9,74.1,12.7,32.9,45.6,24.1,14.3,7.6,4.6,6.0,21.1,22.2,103.5,11.5,1999
San Antonio Spurs,50,37,13,48.3,32.6,81.2,40.2,3.4,11.2,30.4,16.1,23.0,70.1,13.9,28.1,42.1,18.8,14.6,8.7,4.9,7.0,23.0,20.2,84.7,-8.1,1998
Utah Jazz,50,37,13,48.7,31.9,77.3,41.3,4.3,13.3,32.1,18.7,26.0,72.1,12.7,25.9,38.6,18.1,14.9,8.6,5.3,5.5,26.2,22.7,86.8,-6.5,1998
Portland Trail Blazers,50,35,15,48.7,32.9,78.8,41.7,4.4,13.8,31.8,18.3,25.3,72.5,12.3,27.8,40.1,19.2,15.7,8.2,4.9,5.8,22.8,22.5,88.5,-6.4,1998
Indiana Pacers,50,33,17,48.4,34.1,78.7,43.4,4.1,12.7,32.5,18.6,24.5,75.6,12.5,28.5,41.0,19.1,13.0,7.1,4.8,4.5,22.5,21.6,90.9,-3.7,1998
Miami Heat,50,33,17,48.1,31.3,76.1,41.1,4.2,12.1,34.8,17.2,23.3,73.7,12.4,26.8,39.2,17.1,13.5,7.7,3.8,6.1,22.0,20.7,84.0,-5.0,1998
Orlando Magic,50,33,17,48.2,34.2,77.1,44.3,4.6,13.3,34.5,13.9,19.7,70.7,11.9,28.5,40.4,20.8,17.3,9.4,4.8,4.3,22.2,18.7,86.9,-2.6,1998
Atlanta Hawks,50,31,19,48.3,32.0,77.4,41.3,3.8,12.7,30.0,15.7,21.5,72.9,11.6,27.4,39.0,17.9,13.5,7.6,4.9,5.2,24.0,19.7,83.4,-2.9,1998
Houston Rockets,50,31,19,48.3,35.9,82.7,43.4,4.6,12.9,35.7,15.6,21.2,73.4,13.3,27.8,41.1,20.7,13.1,8.8,4.9,5.2,20.6,19.2,91.9,-2.3,1998
Los Angeles Lakers,50,31,19,48.2,35.2,79.8,44.1,4.3,13.1,33.2,21.3,30.0,70.9,12.6,28.1,40.6,21.2,14.3,8.2,3.9,5.7,25.4,24.6,96.0,-3.0,1998
Detroit Pistons,50,29,21,48.2,31.7,72.8,43.6,4.7,13.6,34.6,18.8,26.3,71.5,11.0,27.5,38.5,20.9,15.4,8.5,4.5,4.2,22.3,22.8,86.9,-3.4,1998
Milwaukee Bucks,50,28,22,48.2,32.0,74.9,42.7,5.4,16.3,33.4,20.6,27.4,75.2,13.1,28.0,41.1,20.4,16.6,8.0,3.9,4.0,20.4,22.8,90.0,-1.7,1998
Philadelphia 76ers,50,28,22,48.6,32.0,75.7,42.3,4.8,14.3,33.7,18.8,25.8,73.1,12.4,28.0,40.4,20.0,17.9,8.7,5.3,5.4,23.7,23.0,87.6,-2.1,1998
New York Knicks,50,27,23,48.4,30.6,75.8,40.3,4.7,13.2,35.3,19.6,26.7,73.3,12.3,28.5,40.8,18.5,15.3,8.5,4.3,5.2,20.7,22.8,85.4,-1.0,1998
Phoenix Suns,50,27,23,48.2,35.4,78.7,45.0,5.4,15.1,36.0,17.0,24.5,69.4,12.3,30.1,42.4,21.3,16.2,8.2,4.1,4.0,21.3,20.4,93.3,-2.3,1998
Sacramento Kings,50,27,23,48.8,40.2,90.0,44.6,4.4,13.0,33.6,15.9,22.3,71.2,15.0,32.0,47.0,23.3,15.8,9.8,4.4,4.6,22.0,20.3,100.6,0.4,1998
Charlotte Hornets,50,26,24,48.6,34.8,80.1,43.4,4.2,12.7,33.3,19.2,26.1,73.4,13.1,29.8,42.9,21.8,15.2,8.9,4.6,4.9,23.0,22.0,93.0,0.1,1998
Minnesota Timberwolves,50,25,25,48.1,33.6,76.5,43.9,4.3,13.1,32.6,21.1,29.4,71.8,11.8,31.3,43.1,22.3,16.7,7.3,5.2,5.4,20.3,23.7,92.6,-0.4,1998
Seattle SuperSonics,50,25,25,48.4,36.8,80.5,45.7,5.3,15.3,34.5,17.1,23.7,72.2,13.0,28.9,42.0,22.2,14.9,8.0,4.5,4.0,23.3,20.9,95.9,1.1,1998
Toronto Raptors,50,23,27,48.3,33.9,77.1,43.9,5.1,13.7,37.2,19.9,27.4,72.8,12.3,27.9,40.1,21.9,15.5,8.9,5.2,6.4,21.8,22.8,92.8,1.6,1998
Cleveland Cavaliers,50,22,28,48.2,31.9,73.3,43.6,4.7,13.5,35.0,19.6,26.3,74.3,11.8,28.1,39.9,21.1,16.4,7.8,5.6,4.1,24.0,24.2,88.2,1.7,1998
